lapTimeMs,pos_z,pos_y,pos_x,accg_z,lap,accg_x,accg_y,lapInvalidated,trackPosition,speedKmh,gas,gear,brake
13827,434.0711669921875,7.735232830047607,508.6118469238281,-0.1242552101612091,3,-5.8710575103759766e-05,-0.0029642335139214993,0,0.2782866358757019,12.03859806060791,0.0,5,0.0
13929,434.3179016113281,7.737863540649414,508.38592529296875,-0.11274029314517975,3,-0.002911914139986038,-0.006825367454439402,0,0.2784724533557892,11.616777420043945,0.0,5,0.0
14046,434.59033203125,7.740208148956299,508.1363830566406,-0.1064033955335617,3,-0.004731770604848862,-0.00693712942302227,0,0.27867376804351807,11.152745246887207,0.0,5,0.0
14163,434.8517761230469,7.741741180419922,507.8968505859375,-0.11307016760110855,3,0.004176273941993713,-0.006214407738298178,0,0.2788544297218323,10.705011367797852,0.0,5,0.0
14277,435.09637451171875,7.742409706115723,507.67279052734375,-0.11065427958965302,3,0.005517367273569107,-0.006600478198379278,0,0.2790367901325226,10.282489776611328,0.0,5,0.0
14379,435.30682373046875,7.742685317993164,507.47979736328125,-0.09712634980678558,3,-0.003344923257827759,0.003826371394097805,0,0.2792070806026459,9.909193992614746,0.0,5,0.0
14496,435.5386657714844,7.743059158325195,507.2670593261719,-0.10308507829904556,3,-0.008036505430936813,-0.007930886000394821,0,0.27937954664230347,9.491374015808105,0.0,5,0.0
14613,435.7608947753906,7.742665767669678,507.0634765625,-0.08972449600696564,3,-0.0031475573778152466,-0.004542036447674036,0,0.27953624725341797,9.091277122497559,0.0,5,0.0
14730,435.9734802246094,7.7416672706604,506.868408203125,-0.09114640206098557,3,-0.004924606531858444,-0.002582345623522997,0,0.2797008454799652,8.70207405090332,0.0,5,0.0
14847,436.17706298828125,7.740287780761719,506.6816711425781,-0.09112032502889633,3,0.0030789002776145935,-0.00019083113875240088,0,0.27985578775405884,8.33114242553711,0.0,5,0.0
14964,436.3717956542969,7.739223480224609,506.5033264160156,-0.0753813162446022,3,0.0061698853969573975,-0.0009628349798731506,0,0.2799902558326721,7.955146789550781,0.0,5,0.0
15078,436.5531005859375,7.738162994384766,506.3371276855469,-0.09217961132526398,3,0.0061724185943603516,-0.005415857303887606,0,0.28012728691101074,7.607464790344238,0.0,5,0.0
15195,436.7308654785156,7.7368059158325195,506.1741027832031,-0.08804664015769958,3,0.010663822293281555,-0.000747845449950546,0,0.2802598774433136,7.2655253410339355,0.0,5,0.0
15297,436.8791809082031,7.7358598709106445,506.03802490234375,-0.10477033257484436,3,-0.0006545744836330414,0.004669490735977888,0,0.280374675989151,6.966180324554443,0.0,5,0.0
15411,437.03741455078125,7.73556661605835,505.8924865722656,-0.07722437381744385,3,0.00429636612534523,0.001066379132680595,0,0.28048503398895264,6.643052577972412,0.0,5,0.0
15513,437.1728210449219,7.735591888427734,505.7683410644531,-0.08076119422912598,3,-0.0012893527746200562,-0.0017383017111569643,0,0.28057757019996643,6.353452205657959,0.0,5,0.0
15618,437.3088684082031,7.747298240661621,505.64996337890625,-0.014236599206924438,3,0.25994938611984253,-0.1931968629360199,0,0.28068169951438904,6.1246490478515625,0.0,5,0.0
